"Name"|"Age"|"Class.Dept"|"Ticket"|"Fare"|"Group"|"Ship"|"Joined"|"Job"|"Boat"|"Body"
"216"|"JACOBSON, Mr John"|"29"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"217"|"JAGO, Mr Joseph"|"27"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"218"|"JAMES, Mr Thomas"|"27"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"219"|"JARVIS, Mr Walter"|"37"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"220"|"JOAS, Mr N."|"38"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"221"|"JUDD, Mr Charles E."|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"222"|"JUKES, Mr James"|"35"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"223"|"JUPE, Mr Boykett Herbert"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Electrician"|""|73
"224"|"KASPER, Mr F."|"40"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"225"|"KEARL, Mr Charles Henry"|"43"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"226"|"KEARL, Mr G."|"24"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"227"|"KEEGAN, Mr James"|"38"|"Engine"|NA|NA|NA|NA|"Southampton"|"Leading Fireman"|""|NA
"228"|"KELLY, Mr James"|"44"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"229"|"KELLY, Mr William"|"23"|"Engine"|NA|NA|NA|NA|"Belfast"|"Assistant Electrician"|""|NA
"230"|"KEMISH, Mr George"|"24"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"231"|"KEMP, Mr Thomas Hulman"|"43"|"Engine"|NA|NA|NA|NA|"Belfast"|"Extra Assistant 4th Engineer (Refrigeration)"|""|NA
"232"|"KENCHENTEN, Mr Frederick"|"37"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"233"|"KENZLER, Mr Augustus"|"43"|"Engine"|NA|NA|NA|NA|"Belfast"|"Storekeeper"|""|NA
"234"|"KERR, Mr Thomas"|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"235"|"KINSELLA, Mr L."|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"236"|"KIRKHAM, Mr J."|"39"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"237"|"KNOWLES, Mr Thomas"|"42"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman Messman"|""|NA
"238"|"LAHY, Mr T. E."|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"239"|"LEE, Mr H."|"18"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"240"|"LIGHT, Mr Christopher William"|"20"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"241"|"LIGHT, Mr W."|"47"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"242"|"LINDSAY, Mr William Charles"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|"3"|NA
"243"|"LLOYD, Mr W."|"29"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"244"|"LONG, Mr F."|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"245"|"LONG, Mr W."|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"246"|"MACKIE, Mr William Dickson"|"32"|"Engine"|NA|NA|NA|NA|"Belfast"|"Junior 5th. Engineer"|""|NA
"247"|"MAJOR, Mr William James"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|"13"|NA
"248"|"MARRETT, Mr G."|"22"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"249"|"MARSH, Mr Frederick Charles"|"39"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|268
"250"|"MASKELL, Mr Leopold Adolphus"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"251"|"MASON, Mr Frank Archibald Robert"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"252"|"MASON, Mr J."|"39"|"Engine"|NA|NA|NA|NA|"Southampton"|"Leading Fireman"|""|NA
"253"|"MAY, Mr Arthur"|"24"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"254"|"MAY, Mr Arthur William"|"60"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman Messman"|""|NA
"255"|"MAYO, Mr William Peter"|"27"|"Engine"|NA|NA|NA|NA|"Southampton"|"Leading Fireman"|""|177
"256"|"MAYZES, Mr Thomas"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"257"|"MCANDREW, Mr Thomas"|"36"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"258"|"MCANDREWS, Mr William"|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"259"|"MCCASTLAN, Mr W."|"38"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"260"|"MCGANN, Mr James"|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"261"|"MCGARVEY, Mr Edward Joseph"|"34"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"262"|"MCGAW, Mr Eroll V."|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"263"|"MCGREGOR, Mr J."|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"264"|"MCINERNEY, Mr Thomas"|"37"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"265"|"MCINTYRE, Mr William"|"21"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"266"|"MCQUILLAN, Mr William"|"26"|"Engine"|NA|NA|NA|NA|"Belfast"|"Fireman / Stoker"|""|183
"267"|"MCRAE, Mr William Alexander"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"268"|"MCREYNOLDS, Mr William"|"22"|"Engine"|NA|NA|NA|NA|"Belfast"|"Junior 6th. Engineer"|""|NA
"269"|"MIDDLETON, Mr Alfred Pirrie"|"26"|"Engine"|NA|NA|NA|NA|"Belfast"|"Electrician"|""|NA
"270"|"MILFORD, Mr George"|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"271"|"MILLAR, Mr Robert"|"26"|"Engine"|NA|NA|NA|NA|"Belfast"|"Extra 5th Engineer"|""|NA
"272"|"MILLAR, Mr Thomas"|"33"|"Engine"|NA|NA|NA|NA|"Belfast"|"Deck Enginer"|""|NA
"273"|"MINTRAM, Mr William"|"46"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"274"|"MITCHELL, Mr Lawrence"|"18"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"275"|"MOORE, Mr John J."|"29"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"276"|"MOORE, Mr Ralph William"|"21"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"277"|"MOORES, Mr Richard Henry"|"44"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"278"|"MORELL, Mr R."|"21"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"279"|"MORGAN, Mr Arthur Herbert"|"27"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"280"|"MORGAN, Mr Thomas A."|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|302
"281"|"MORRIS, Mr Arthur"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"282"|"MORRIS, Mr W."|"24"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"283"|"MOYES, Mr William Young"|"23"|"Engine"|NA|NA|NA|NA|"Belfast"|"Senior 6th. Engineer"|""|NA
"284"|"MURDOCH, Mr William John"|"33"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"285"|"NETTLETON, Mr George"|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"286"|"NEWMAN, Mr Charles Thomas"|"33"|"Engine"|NA|NA|NA|NA|"Southampton"|"Assistant Storekeeper"|""|NA
"287"|"NOON, Mr John"|"35"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"288"|"NORRIS, Mr J."|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"289"|"NOSS, Mr Bertram Arthur"|"21"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"290"|"NOSS, Mr Henry"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"291"|"NUTBEAN, Mr William"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"292"|"O'CONNOR, Mr John"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"293"|"OLIVE, Mr Charles"|"31"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"294"|"OLIVER, Mr Harry"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"295"|"OTHEN, Mr Charles"|"35"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"296"|"PAICE, Mr Richard Charles John"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"297"|"PAINTER, Mr Charles"|"31"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"298"|"PAINTER, Mr Frank Frederick"|"29"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"299"|"PALLES, Mr Thomas"|"42"|"Engine"|NA|NA|NA|NA|"Belfast"|"Greaser"|""|NA
"300"|"PARSONS, Mr Frank Alfred"|"26"|"Engine"|NA|NA|NA|NA|"Belfast"|"Senior 5th. Engineer"|""|NA
"301"|"PEARCE, Mr John"|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"302"|"PELHAM, Mr George"|"39"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|"16"|NA
"303"|"PERRY, Mr Edgar Lionel"|"19"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"304"|"PERRY, Mr H."|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"305"|"PHILLIPS, Mr A. G."|"27"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"306"|"PITFIELD, Mr William James"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"307"|"PODESTA, Mr Alfred John Alexander"|"24"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"308"|"POND, Mr George"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"309"|"PRANGNELL, Mr George Alexander"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"310"|"PRESTON, Mr Thomas Charles Alfred"|"20"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"311"|"PRIEST, Mr Arthur John"|"24"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"312"|"PROUDFOOT, Mr Richard"|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"313"|"PUGH, Mr Percy"|"31"|"Engine"|NA|NA|NA|NA|"Southampton"|"Leading Fireman"|""|NA
"314"|"PUSEY, Mr Robert William"|"24"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|"1"|NA
"315"|"RANGER, Mr Thomas"|"29"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|"4"|NA
"316"|"READ, Mr J."|"21"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"317"|"READ, Mr Robert"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"318"|"REEVES, Mr F."|"31"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|180
"319"|"RICE, Mr Charles"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"320"|"RICHARDS, Mr Joseph James"|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"321"|"RICKMAN, Mr George Albert"|"36"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"322"|"ROBERTS, Mr Robert George"|"35"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"323"|"ROUS, Mr Arthur J."|"26"|"Engine"|NA|NA|NA|NA|"Belfast"|"Plumber"|""|NA
"324"|"RUDD, Mr Henry"|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Assistant Storekeeper"|""|86
"325"|"RUTTER (GRAVES), Mr Sidney Frank"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"326"|"SANGSTER, Mr Charles"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"327"|"SAUNDERS, Mr F."|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"328"|"SAUNDERS, Mr Walter Edward"|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|0
"329"|"SAUNDERS, Mr W."|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|184
"330"|"SCOTT, Mr Frederick William"|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"331"|"SCOTT, Mr Archibald"|"40"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"332"|"SELF, Mr Alfred Henry"|"39"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"333"|"SELF, Mr Edward"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"334"|"SENIOR, Mr Harry"|"31"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"335"|"SHEA, Mr Thomas"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"336"|"SHEATH, Mr Frederick"|"20"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|"1"|NA
"337"|"SHEPHERD, Mr Jonathan"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Junior Assistant 2nd. Engineer"|""|NA
"338"|"SHIERS, Mr Alfred Charles"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"339"|"SHILLABEER, Mr Charles Frederick"|"20"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|195
"340"|"SKEATES, Mr William"|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"341"|"SLOAN, Mr Peter"|"31"|"Engine"|NA|NA|NA|NA|"Belfast"|"Chief Electrician"|""|NA
"342"|"SMALL, Mr William"|"40"|"Engine"|NA|NA|NA|NA|"Southampton"|"Leading Fireman"|""|NA
"343"|"SMITH, Mr Emest George"|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"344"|"SMITH, Mr James M."|"35"|"Engine"|NA|NA|NA|NA|"Belfast"|"Junior 4th. Engineer"|""|NA
"345"|"SMITHER, Mr Harry John"|"22"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"346"|"SNELLGROVE, Mr George"|"40"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"347"|"SNOOKS, Mr W."|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"348"|"SNOW, Mr Eustace Philip"|"21"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"349"|"SPARKMAN, Mr H."|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"350"|"STANBROOK, Mr Alfred Augustus"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|316
"351"|"STEEL, Mr Robert Edward"|NA|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"352"|"STOCKER, Mr H."|"20"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"353"|"STREET, Mr Thomas Albert"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"354"|"STUBBS, Mr James Henry"|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"355"|"SULLIVAN, Mr S."|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"356"|"TAYLOR, Mr J."|"42"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"357"|"TAYLOR, Mr James"|"24"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|"1"|NA
"358"|"TAYLOR, Mr John"|"50"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"359"|"TAYLOR, Mr William Henry"|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"360"|"THOMAS, Mr Joseph"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"361"|"THOMPSON, Mr John William"|"35"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|"A"|NA
"362"|"THRELFALL, Mr Thomas"|"44"|"Engine"|NA|NA|NA|NA|"Southampton"|"Leading Fireman"|""|NA
"363"|"THRESHER, Mr George Terrill"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|"9"|NA
"364"|"TIZARD, Mr Arthur"|"31"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"365"|"TOZER, Mr James"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"366"|"TRIGGS, Mr Robert"|"40"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"367"|"TURLEY, Mr Richard"|"35"|"Engine"|NA|NA|NA|NA|"Belfast"|"Fireman / Stoker"|""|NA
"368"|"VAN DER BRUGGE, Mr Wessel Adrianus"|"42"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"369"|"VEAL, Mr Arthur"|"36"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"370"|"VEAR, Mr H."|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"371"|"VEAR, Mr William"|"33"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|59
"372"|"WARD, Mr Arthur"|"24"|"Engine"|NA|NA|NA|NA|"Belfast"|"Junior Assistant 4th. Engineer"|""|NA
"373"|"WARD, Mr J."|"31"|"Engine"|NA|NA|NA|NA|"Southampton"|"Leading Fireman"|""|NA
"374"|"WARDNER, Mr Albert"|"39"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"375"|"WATERIDGE, Mr Edward Lewis"|"25"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"376"|"WATSON, Mr W."|"27"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|158
"377"|"WATTS, Mr "|"36"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"378"|"WEBB, Mr S."|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"379"|"WEBBER, Mr Francis Albert"|"31"|"Engine"|NA|NA|NA|NA|"Southampton"|"Leading Fireman"|""|NA
"380"|"WHITE, Mr Alfred"|"32"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|NA
"381"|"WHITE, Mr Frank Leonard"|"28"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"382"|"WHITE, Mr William George"|"23"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"383"|"WILLIAMS, Mr Samuel S."|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"384"|"WILSON, Mr Bertie"|"28"|"Engine"|NA|NA|NA|NA|"Belfast"|"Senior Assistant 2nd. Engineer"|""|NA
"385"|"WILTON, Mr William"|"45"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"386"|"WITCHER, Mr Albert Ernest"|"39"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"387"|"WITT, Mr Henry Dennis"|"37"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"388"|"WOOD, Mr Henry"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Trimmer"|""|NA
"389"|"WOODFORD, Mr Frederick"|"40"|"Engine"|NA|NA|NA|NA|"Southampton"|"Greaser"|""|163
"390"|"WYETH, Mr James Robert"|"26"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"391"|"YOUNG, Mr Francis James"|"30"|"Engine"|NA|NA|NA|NA|"Southampton"|"Fireman / Stoker"|""|NA
"392"|"ALLEN, Miss Elisabeth Walton"|"29"|"1st Class"|"24160"|"£211 6s 9d"|""|NA|"Southampton"|""|"2"|NA
"393"|"ALLISON, Mr Hudson Joshua Creighton"|"30"|"1st Class"|"113781"|"£151 16s "|""|NA|"Southampton"|"Businessman"|""|135
"394"|"ALLISON, Mrs Bessie Waldo"|"25"|"1st Class"|"113781"|"£151 16s "|""|NA|"Southampton"|""|""|NA
"395"|"ALLISON, Miss Helen Loraine"|"2"|"1st Class"|"113781"|"£151 16s "|""|NA|"Southampton"|""|""|NA
"396"|"ALLISON, Master Hudson Trevor"|"11m"|"1st Class"|"113781"|"£151 16s "|""|NA|"Southampton"|""|"11"|NA
"397"|"ANDERSON, Mr Harry"|"47"|"1st Class"|"19952"|"£26 11s "|""|NA|"Southampton"|"Stockbroker"|"3"|NA
"398"|"ANDREWS, Miss Kornelia Theodosia"|"62"|"1st Class"|"13502"|"£77 19s 2d"|""|NA|"Cherbourg"|""|"10"|NA
"399"|"ANDREWS, Mr Thomas"|"39"|"1st Class"|"112050"|""|"H&W Guarantee Group"|NA|"Belfast"|"Shipbuilder"|""|NA
"400"|"APPLETON, Mrs Charlotte"|"53"|"1st Class"|"11769"|"£51 9s 7d"|""|NA|"Southampton"|""|"D"|NA
"401"|"ARTAGAVEYTIA, Mr Ramon"|"71"|"1st Class"|"17609"|"£49 10s 1d"|""|NA|"Cherbourg"|"Businessman"|""|22
"402"|"ASTOR, Colonel John Jacob"|"47"|"1st Class"|"17757"|"£247 10s 6d"|""|NA|"Cherbourg"|"Property Developer / Real Estate"|""|124
"403"|"ASTOR, Mrs Madeleine Talmage"|"18"|"1st Class"|"17757"|"£247 10s 6d"|""|NA|"Cherbourg"|""|"4"|NA
"404"|"AUBART, Mme. Léontine Pauline"|"24"|"1st Class"|"17477"|"£69 6s "|""|NA|"Cherbourg"|"Singer"|"9"|NA
"405"|"BARBER, Miss Ellen \"Nellie\""|"26"|"1st Class"|"19877"|"£78 17s "|"Servant"|NA|"Southampton"|"Personal Maid"|"6"|NA
"406"|"BARKWORTH, Mr Algernon Henry"|"47"|"1st Class"|"27042"|"£30 "|""|NA|"Southampton"|"Justice of the Peace"|"B"|NA
"407"|"BAUMANN, Mr John D."|"60"|"1st Class"|"17318"|"£25 18s 6d"|""|NA|"Cherbourg"|"Businessman"|""|NA
"408"|"BAXTER, Mrs Hélène"|"50"|"1st Class"|"17558"|"£247 10s 5d"|""|NA|"Cherbourg"|""|"6"|NA
"409"|"BAXTER, Mr Quigg Edmond"|"24"|"1st Class"|"17558"|"£247 10s 5d"|""|NA|"Cherbourg"|""|""|NA
"410"|"BAZZANI, Mrs Albina"|"36"|"1st Class"|"11813"|"£76 5s 10d"|"Servant"|NA|"Cherbourg"|"Personal Maid"|"8"|NA
"411"|"BEATTIE, Mr Thomson"|"36"|"1st Class"|"13050"|"£75 4s 10d"|""|NA|"Southampton"|"Landowner"|"A"|331
"412"|"BECKWITH, Mr Richard Leonard"|"37"|"1st Class"|"11751"|"£52 11s 1d"|""|NA|"Southampton"|""|"5"|NA
"413"|"BECKWITH, Mrs Sallie"|"46"|"1st Class"|"11751"|"£52 11s 1d"|""|NA|"Southampton"|""|"5"|NA
"414"|"BEHR, Mr Karl Howell"|"26"|"1st Class"|"111369"|"£30 "|""|NA|"Cherbourg"|""|"5"|NA
"415"|"BESSETTE, Miss Nellie Mayo"|"39"|"1st Class"|"17760"|"£63 7s 2d"|"Servant"|NA|"Cherbourg"|"Personal Maid"|"8"|NA
"416"|"BIDOIS, Miss Rosalie"|"46"|"1st Class"|"17757"|"£247 10s 6d"|"Servant"|NA|"Cherbourg"|"Personal Maid"|"4"|NA
"417"|"BIRD, Miss Ellen"|"31"|"1st Class"|"17483"|"£221 15s 7d"|"Servant"|NA|"Southampton"|"Personal Maid"|"8"|NA
"418"|"BIRNBAUM, Mr Jakob"|"24"|"1st Class"|"13905"|"£26 "|""|NA|"Cherbourg"|""|""|148
"419"|"BISHOP, Mr Dickinson H."|"25"|"1st Class"|"11967"|"£91 1s 7d"|""|NA|"Cherbourg"|""|"7"|NA
"420"|"BISHOP, Mrs Helen"|"19"|"1st Class"|"11967"|"£91 1s 7d"|""|NA|"Cherbourg"|""|"7"|NA
"421"|"BJöRNSTRöM-STEFFANSSON, Mr Mauritz Håkan"|"28"|"1st Class"|"110564"|"£26 11s "|""|NA|"Southampton"|"Businessman"|"D"|NA
"422"|"BLACKWELL, Mr Stephen Weart"|"45"|"1st Class"|"113784"|"£35 10s "|""|NA|"Southampton"|""|""|NA
"423"|"BLANK, Mr Henry"|"39"|"1st Class"|"112277"|"£31 "|""|NA|"Cherbourg"|"Jeweller"|"7"|NA
"424"|"BONNELL, Miss Caroline"|"30"|"1st Class"|"36928"|"£164 17s 4d"|""|NA|"Southampton"|""|"8"|NA
"425"|"BONNELL, Miss Elizabeth"|"61"|"1st Class"|"113783"|"£26 11s "|""|NA|"Southampton"|""|"8"|NA
"426"|"BOREBANK, Mr John James"|"42"|"1st Class"|"110489"|"£26 11s "|""|NA|"Southampton"|"Property Developer / Real Estate"|""|NA
